nomem_encr;cd22o_m;cd22o091;cd22o092;cd22o003;cd22o005;cd22o093;cd22o008;cd22o009;cd22o010;cd22o088;cd22o012;cd22o013;cd22o014;cd22o015;cd22o083;cd22o018;cd22o019;cd22o020;cd22o021;cd22o024;cd22o025;cd22o026;cd22o027;cd22o028;cd22o029;cd22o030;cd22o094;cd22o033;cd22o034;cd22o035;cd22o036;cd22o038;cd22o039;cd22o041;cd22o089;cd22o042;cd22o043;cd22o044;cd22o045;cd22o046;cd22o047;cd22o048;cd22o049;cd22o050;cd22o090;cd22o051;cd22o052;cd22o053;cd22o054;cd22o058;cd22o060;cd22o061;cd22o062;cd22o063;cd22o095;cd22o066;cd22o084;cd22o085;cd22o069;cd22o096;cd22o072;cd22o073;cd22o074;cd22o075;cd22o076;cd22o077;cd22o078;cd22o079;cd22o080;cd22o081;cd22o082
894549;202207;10;9;3; ; ; ; ; ; ; ; ;1994;2; ; ; ; ; ;560000;395000;2;3;460000;2021;3; ; ;5;2;1995;3;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;4;3;3;3;04/07/2022;22:43:37;04/07/2022;22:46:53;196
894595;202207;8;8;1; ;1;520;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2;2000;4;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;4;4;4;10/07/2022;16:58:55;10/07/2022;17:01:06;131
894609;202207;9;9;3; ; ; ; ; ; ; ; ;1978;1;31250;2; ;1;1204;390000;98000;2;1;309000;2021;3; ; ;5;2;1978;4;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;5;5;04/07/2022;12:23:02;04/07/2022;12:36:43;821
894622;202207;9;9;3; ; ; ; ; ; ; ; ;1986;1;300000;2; ;1;-9;700000;180000;2;1;650000;2021;2; ; ;7;2;1986;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;3;3;3;05/07/2022;14:12:38;05/07/2022;14:15:18;160
894625;202208;3;6;1; ;1;670;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2;2011;5;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;2;4;4;4;4;15/08/2022;12:26:16;15/08/2022;12:45:45;1169
894635;202207;8;7;1; ;1;935;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;2;2018;4;3;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;2;3;4;04/07/2022;13:38:50;04/07/2022;13:44:35;345
894680;202207;9;8;1; ;1;517;1;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2010;5;11;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;3;3;04/07/2022;12:50:24;04/07/2022;12:52:51;147
894750;202207;8;8;1; ;1;700;1;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2;2014;5;9;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;5;4;4;3;3;05/07/2022;11:49:31;05/07/2022;11:53:09;218
894796;202207;8;8;3; ; ; ; ; ; ; ; ;2021;1;370000;1;3100;1;2900;460000;435000;1;1;406000;2022;3; ; ;5;2;2021;2;3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;3;5;5;26/07/2022;21:36:24;26/07/2022;21:40:33;249
894818;202208;-9;9;3; ; ; ; ; ; ; ; ;2002;1;-9;1;-9;2; ;430000;300000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;07/08/2022;21:46:03; ; ; 
894833;202207;8;9;1; ;1;654;1;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;2018;5;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;2;3;11/07/2022;07:33:28;11/07/2022;07:36:07;159
894845;202207;7;7;3; ; ; ; ; ; ; ; ;1980;2; ; ; ; ; ;375000;185000;2;1;368000;2021;3; ; ;5;2;1980;3;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;2;4;3;4;4;10/07/2022;10:39:01;10/07/2022;10:44:13;312
894880;202207;1;3;1; ;1;575;2; ;1;1;207; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2;2019;5;4;1;0;0;1;0;0;1;1;0;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;2;5;25/07/2022;11:38:14;25/07/2022;11:40:59;165
894964;202207;8;8;3; ; ; ; ; ; ; ; ;1977;2; ; ; ; ; ;600000;490000;1;1;450;-9;3; ; ;6;2;1978;3;3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;4;4;4;4;23/07/2022;13:35:24;23/07/2022;13:39:26;242
895074;202208;-9;8;3; ; ; ; ; ; ; ; ;2001;1;-9;1;-9;1;-9;-9;190000;1;1;-9; ;3; ; ;4;2;2001;4;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;4;2;3;4;16/08/2022;14:31:41;16/08/2022;14:33:34;113
895154;202207;10;10;3; ; ; ; ; ; ; ; ;1991;1;-9;1;-8;1;-9;-9; ; ; ;-9; ;2; ; ;10;2;1956;6;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;2; ; ; ; ; ; ; ; ; ; ; ;2;2;1;2;2;05/07/2022;19:04:29;05/07/2022;19:08:00;211
895190;202208;8;8;1; ;1;458;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2;1973;5;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;3;5;4;5;15/08/2022;09:52:20;15/08/2022;09:54:55;155
895216;202207;10;9;3; ; ; ; ; ; ; ; ;2002;1;130000;1;3600;1;4600;245000;196000;1;2;184000;2020;2; ; ;4;2;2002;3;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;2;5;3;5;5;12/07/2022;08:17:22;12/07/2022;08:23:57;395
895222;202207;8;9;3; ; ; ; ; ; ; ; ;2000;1;465000;2; ;1;11100;625000;435000;2;1;471000;2021;3; ; ;8;2;2000;1;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;3;3;3;12/07/2022;12:07:25;12/07/2022;12:13:43;378
895225;202207;8;9;3; ; ; ; ; ; ; ; ;2020;1;275000;1;-8;-8; ;535000;470000;1;1;-9; ;3; ; ;6;2;2020;3;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;3;4;4;06/07/2022;10:17:37;06/07/2022;10:25:12;455
895236;202207;10;9;3; ; ; ; ; ; ; ; ;2006;1;233000;2; ;1;8235;650000;365000;1;3;466000;2022;2; ; ;4;2;2007;2;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;4;3;4;4;18/07/2022;16:38:07;18/07/2022;16:45:03;416
895246;202207;9;9;3; ; ; ; ; ; ; ; ;1987;2; ; ; ; ; ;350000;270000;2;4;385000;2022;2; ; ;4;2;1987;1;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;2;5;3;4;4;04/07/2022;14:52:54;04/07/2022;15:00:33;459
895300;202207;9;8;3; ; ; ; ; ; ; ; ;1972;2; ; ; ; ; ;375000;40000;2;1;415000;2022;1;1;50;4;1;1972;5;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;3;3;3;11/07/2022;14:37:57;11/07/2022;14:42:14;257
895327;202207;9;9;1; ;1;1103;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;2;2018;4;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;5;5;11/07/2022;14:04:04;11/07/2022;14:05:33;89
895367;202207;9;7;3; ; ; ; ; ; ; ; ;1993;1;140000;1;6240;1;2580;400000;203000;2;3;300000;2022;2; ; ;5;2;1993;2;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;4;3;3;4;25/07/2022;11:17:18;25/07/2022;11:24:51;453
895373;202207;6;7;1; ;1;541;2; ;1;1;264; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;1;2015;5;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;5;5;5;07/07/2022;13:00:09;07/07/2022;13:13:33;804
895410;202207;8;7;1; ;1;623;1;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;2;2005;5;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;3;3;2;26/07/2022;16:32:06;26/07/2022;16:34:50;164
895428;202207;7;6;1; ;1;750;2; ;1;1;375; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;2021;5;1;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;4;4;3;3;12/07/2022;18:19:18;12/07/2022;18:21:09;111
895429;202207;5;4;3; ; ; ; ; ; ; ; ;2001;1;220000;2; ;1;-8;-9;220000;1;1;368000;2022;2; ; ;5;2;2001;2;3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;3;4;2;2;3;07/07/2022;15:20:31;07/07/2022;15:34:13;822
895440;202207;9;9;3; ; ; ; ; ; ; ; ;2004;1;100000;2; ;1;2091;240000;222000;1;1;235000;2022;1;1;155;3;2;2004;5;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;5;5;5;5;5;12/07/2022;13:34:44;12/07/2022;13:47:42;778
895443;202207;8;7;3; ; ; ; ; ; ; ; ;1990;2; ; ; ; ; ;600000;300000;2;4;410000;2022;3; ; ;7;2;1990;1;2;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;3;3;4;24/07/2022;18:50:33;24/07/2022;18:59:57;564
895463;202207;8;8;1; ;1;720;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2;1994;4;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;4;3;4;04/07/2022;16:36:17;04/07/2022;16:40:30;253
895472;202207;7;8;3; ; ; ; ; ; ; ; ;2007;1;166000;1;6746;-9; ;270000;240000;1;2;270000;2022;2; ; ;5;2;2007;4;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;3;3;3;12/07/2022;11:38:26;12/07/2022;11:56:20;1074
895501;202207;8;7;3; ; ; ; ; ; ; ; ;2004;1;-8;1;-8;1;-8;-8; ;1;1;-8; ;3; ; ;7;2;2004;2;3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;3;3;3;3;3;26/07/2022;10:03:58;26/07/2022;10:06:18;140
895520;202207;8;7;3; ; ; ; ; ; ; ; ;2008;1;100000;2; ;1;3000;550000;260000;1;1;460000;2022;3; ; ;4;2;2008;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;3;3;4;23/07/2022;18:20:22;23/07/2022;18:33:30;788
895529;202207;7;7;3; ; ; ; ; ; ; ; ;2004;1;95000;2; ;1;-8;85000;78000;1;2;80000;-9;1;1;75;2;2;2004;5;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;4;3;3;3;3;16/07/2022;11:05:36;16/07/2022;11:10:02;266
895564;202207;9;9;3; ; ; ; ; ; ; ; ;2018;1;222785;1;6707;1;3736;390000;245000;1;1;310000;2022;2; ; ;4;2;2018;2;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;2;4;4;4;4;24/07/2022;12:46:54;24/07/2022;13:06:40;1186
895568;202207;8;9;3; ; ; ; ; ; ; ; ;2018;1;-8;1;-8;1;-8;-8; ; ; ;-8; ;2; ; ;5;2;2019;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;3;3;1;26/07/2022;22:02:03;26/07/2022;22:09:15;432
895570;202207;7;7;1; ;1;602;1;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;1997;5;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;4;5;5;18/07/2022;13:11:28;18/07/2022;13:17:05;337
895596;202207;8;8;3; ; ; ; ; ; ; ; ;2015;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;18/07/2022;22:06:01; ; ; 
895598;202207;10;8;3; ; ; ; ; ; ; ; ;1999;1;130000;2; ;1;-9;-9;405000;2;3;490000;2022;1;1;151;3;2;2000;5;1;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;3;5;2;3;3;11/07/2022;16:03:34;11/07/2022;16:12:05;511
895607;202207;9;7;3; ; ; ; ; ; ; ; ;2016;1;530000;2; ;1;1445;650000;530000;1;1;-9; ;3; ; ;6;2;2016;1;3;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;2;3;04/07/2022;13:36:38;04/07/2022;13:41:37;299
895633;202207;8;7;3; ; ; ; ; ; ; ; ;2002;1;-8;2; ;1;-8;-8;85000;1;1;-8; ;3; ; ;4;2;1997;4;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;2;4;2;2;4;10/07/2022;22:14:40;10/07/2022;22:17:04;144
895635;202207;9;8;3; ; ; ; ; ; ; ; ;2000;2; ; ; ; ; ;500000;535000;2;1;363000;2022;2; ; ;4;2;2000;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;2;3;3;19/07/2022;11:03:19;19/07/2022;11:07:48;269
895696;202207;10;10;3; ; ; ; ; ; ; ; ;1991;2; ; ; ; ; ;600000;385;2;3;455000;2022;1;1;284;3;1;1991;5;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;1;1;18/07/2022;16:13:27;18/07/2022;16:20:51;444
895710;202207;8;9;3; ; ; ; ; ; ; ; ;2012;1;-9;-9; ;1;-9;-9;750000;1;2;-8; ;2; ; ;5;2;2013;4;2;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;3;5;2;4;3;21/07/2022;09:02:56;21/07/2022;09:08:13;317
895718;202208;7;8;3; ; ; ; ; ; ; ; ;2012;1;-8;1;-8;1;-9;-9;360000;1;3;-8; ;2; ; ;6;2;2013;3;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;4;3;4;3;02/08/2022;08:37:03;02/08/2022;08:38:09;66
895729;202207;10;10;3; ; ; ; ; ; ; ; ;2008;1;-9;1;-9;1;-9;700000; ; ; ;-9; ;2; ; ;6;2;2008;1;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;4;4;12/07/2022;11:19:27;12/07/2022;11:21:28;121
895756;202207;7;6;3; ; ; ; ; ; ; ; ;1976;2; ; ; ; ; ;-9;147000;2;1;356000;2022;3; ; ;4;2;1976;4;3;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;3;3;2;2;2;24/07/2022;11:12:39;24/07/2022;11:15:53;194
895771;202207;7;7;3; ; ; ; ; ; ; ; ;2011;1;225000;1;-9;1;-9;325000; ; ; ;250000;2021;2; ; ;5;2;2011;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;3;4;3;3;3;04/07/2022;13:02:43;04/07/2022;13:07:52;309
895772;202207;10;9;3; ; ; ; ; ; ; ; ;1995;1;70898;1;1702;2; ;300000;88000;1;1;279000;2021;2; ; ;5;2;1995;4;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;4;5;1;1;3;05/07/2022;18:49:14;05/07/2022;18:59:59;645
895779;202207;6;5;1; ;1;512;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;1;1958;2;3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;3;3;3;11/07/2022;22:52:59;11/07/2022;22:56:41;222
895795;202207;8;8;3; ; ; ; ; ; ; ; ;1986;2; ; ; ; ; ;520000;240000;2;2;680;2022;2; ; ;7;2;1986;4;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;2;4;2;4;5;19/07/2022;14:11:01;19/07/2022;14:16:55;354
895810;202208;8;7;3; ; ; ; ; ; ; ; ;2001;1;100000;1;-9;1;1488;300000;200000;1;1;310000;-9;3; ; ;5;2;2001;2;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;3;5;3;3;3;07/08/2022;12:21:06;07/08/2022;12:29:34;508
895825;202207;10;10;3; ; ; ; ; ; ; ; ;2021;1;410000;1;-9;1;-9;-9;412000;1;1;225000;2022;3; ; ;4;2;2021;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;5;5;05/07/2022;18:46:45;05/07/2022;18:52:46;361
895826;202208;6;8;1; ;1;-8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2000;5;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;3;3;3;3;3;29/08/2022;16:27:12;29/08/2022;16:31:15;243
895828;202207;9;8;3; ; ; ; ; ; ; ; ;2006;1;-8;1;-8;1;-8;-8;296000;1;1;-9; ;2; ; ;7;2;2006;4;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;2;4;3;2;3;13/07/2022;21:19:02;13/07/2022;21:20:41;99
895853;202207;9;8;3; ; ; ; ; ; ; ; ;1980;2; ; ; ; ; ;-9;130000;2;1;-9; ;1;4;-9;5;2;1981;4;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;3;3;08/07/2022;14:24:50;08/07/2022;14:29:34;284
895872;202208;8;8;3; ; ; ; ; ; ; ; ;2016;1;-9;1;75000;1;-9;1000000;745000;1;1;-9; ;3; ; ;7;2;2017;1;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;3;4;3;4;3;22/08/2022;14:33:54;22/08/2022;14:43:46;592
895876;202207;6;6;3; ; ; ; ; ; ; ; ;2009;1;161000;1;-9;1;5436;280000;201500;1;2;280000;-9;2; ; ;5;2;2009;2;3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;3;5;2;3;3;11/07/2022;13:17:28;11/07/2022;13:30:08;760
895886;202207;9;9;3; ; ; ; ; ; ; ; ;2007;1;100000;1;1100;1;4800;800000;725000;1;1;760000;2022;2; ; ;7;2;2007;1;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;3;4;3;3;3;18/07/2022;15:14:21;18/07/2022;15:21:42;441
895905;202208;8;8;3; ; ; ; ; ; ; ; ;2003;1;250000;2; ;1;5600;450000;300000;1;1;450000;2022;3; ; ;5;2;2003;3;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;5;5;5;22/08/2022;15:14:47;22/08/2022;15:18:35;228
895938;202207;9;9;3; ; ; ; ; ; ; ; ;2010;1;263000;1;9420;1;5374;400000;269000;1;3;299000;2022;3; ; ;5;2;2011;3;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;3;4;4;12/07/2022;08:11:41;12/07/2022;08:20:30;529
895944;202207;7;8;2; ;1;700;1;150;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;2;2014;5;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;5;5;5;06/07/2022;12:59:45;06/07/2022;13:01:12;87
895950;202207;9;8;3; ; ; ; ; ; ; ; ;2017;1;25000;1;1;1;504;345000;198000;1;1;277000;2021;1;1;211;4;2;2017;5;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;4;5;06/07/2022;13:41:23;06/07/2022;13:45:01;218
896006;202207;9;9;3; ; ; ; ; ; ; ; ;2004;1;150000;1;2900;1;2860;1000000;650000;1;2;685000;2020;3; ; ;7;2;2005;4;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;3;5;1;3;2;04/07/2022;14:09:45;04/07/2022;14:22:10;745
896008;202207;9;8;3; ; ; ; ; ; ; ; ;2017;2; ; ; ; ; ;850000;625000;1;2;890000;2021;1;1;277;3;2;2018;5;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;1;3;2; ;285000; ; ; ; ;2; ; ;3;4;3;4;4;12/07/2022;09:06:57;12/07/2022;09:09:18;141
896026;202207;8;7;1; ;1;94617;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;1;2009;5;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2;2; ; ; ; ; ; ; ; ; ; ; ;3;4;3;3;3;06/07/2022;15:30:54;06/07/2022;15:40:16;562
896039;202207;10;8;3; ; ; ; ; ; ; ; ;1980;2; ; ; ; ; ;840000;363000;2;1;736;2022;2; ; ;4;2;1980;1;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;1;3;2; ;280000; ; ; ; ;2; ; ;1;5;1;3;5;04/07/2022;14:09:55;04/07/2022;14:28:27;1112
896087;202208;9;2;1; ;1;675;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2;2012;4;3;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;2;5;5;29/08/2022;14:26:55;29/08/2022;14:37:43;648
896111;202207;8;8;3; ; ; ; ; ; ; ; ;2017;2; ; ; ; ; ;425000;314000;1;1;361000;2022;3; ; ;3;2;2017;2;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;3;3;3;3;3;11/07/2022;13:19:44;11/07/2022;13:25:47;363
896151;202207;8;8;3; ; ; ; ; ; ; ; ;1995;2; ; ; ; ; ;380000;225000;2;2;310000;2022;2; ; ;6;2;1996;4;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;3;3;3;3;3;26/07/2022;14:33:24;26/07/2022;14:35:35;131
896163;202207;7;7;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;2014;5;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;4;5;5;24/07/2022;09:23:33;24/07/2022;09:25:15;102
896179;202207;8;8;3; ; ; ; ; ; ; ; ;2007;1;-8;1;-8;1;-8;-8; ; ; ;-8; ;3; ; ;4;2;2008;4;3;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;4;4;4;09/07/2022;14:09:57;09/07/2022;14:11:24;87
896215;202207;8;7;3; ; ; ; ; ; ; ; ;2010;1;-9;1;-9;1;-9;165000;144000;1;1;167000;2021;1;1;100;3;2;2010;5;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;3;3;3;04/07/2022;19:22:31;04/07/2022;19:26:38;247
896253;202208;7;7;3; ; ; ; ; ; ; ; ;1980;1;-9;1;-9;1;-9;-9;56000;2;1;-9; ;-9; ; ;2;2;1989;5;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;2;4;1;5;4;16/07/2022;19:41:45;13/08/2022;15:42:57;2404872
896271;202207;9;9;3; ; ; ; ; ; ; ; ;2014;1;-9;1;-9;1;-9;850000;350000;1;1;-9; ;3; ; ;7;2;2014;4;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;4;3;3;3;20/07/2022;16:11:18;20/07/2022;16:13:32;134
896289;202207;8;8;3; ; ; ; ; ; ; ; ;2005;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15/07/2022;18:39:37; ; ; 
896304;202207;10;10;3; ; ; ; ; ; ; ; ;2017;1;-9;2; ;1;-9;300000;160000;1;1;-9; ;1;1;360;3;2;2017;5;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;3;3;11/07/2022;22:38:41;11/07/2022;22:41:54;193
896334;202207;6;6;3; ; ; ; ; ; ; ; ;2006;1;-9;2; ;1;-9;275000;179500;1;1;-9; ;3; ; ;4;2;2006;4;2;1;0;0;0;0;1;1;1;0;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;2;4;1;2;3;05/07/2022;18:33:30;05/07/2022;18:35:26;116
