nomem_encr;ci22o_m;ci22o001;ci22o002;ci22o326;ci22o003;ci22o383;ci22o005;ci22o006;ci22o007;ci22o008;ci22o009;ci22o372;ci22o373;ci22o037;ci22o038;ci22o039;ci22o040;ci22o041;ci22o042;ci22o043;ci22o044;ci22o045;ci22o046;ci22o047;ci22o049;ci22o048;ci22o050;ci22o051;ci22o052;ci22o053;ci22o054;ci22o055;ci22o059;ci22o060;ci22o061;ci22o062;ci22o065;ci22o363;ci22o067;ci22o068;ci22o069;ci22o070;ci22o364;ci22o365;ci22o076;ci22o367;ci22o080;ci22o081;ci22o084;ci22o085;ci22o100;ci22o327;ci22o087;ci22o374;ci22o090;ci22o091;ci22o092;ci22o341;ci22o094;ci22o095;ci22o096;ci22o098;ci22o099;ci22o328;ci22o329;ci22o393;ci22o101;ci22o143;ci22o330;ci22o102;ci22o103;ci22o375;ci22o376;ci22o111;ci22o368;ci22o114;ci22o115;ci22o117;ci22o118;ci22o344;ci22o125;ci22o128;ci22o129;ci22o130;ci22o135;ci22o136;ci22o140;ci22o333;ci22o336;ci22o394;ci22o144;ci22o146;ci22o147;ci22o148;ci22o149;ci22o150;ci22o151;ci22o152;ci22o153;ci22o395;ci22o154;ci22o155;ci22o156;ci22o159;ci22o160;ci22o161;ci22o162;ci22o163;ci22o164;ci22o165;ci22o166;ci22o167;ci22o168;ci22o169;ci22o170;ci22o171;ci22o172;ci22o173;ci22o174;ci22o396;ci22o397;ci22o386;ci22o387;ci22o388;ci22o389;ci22o391;ci22o392;ci22o175;ci22o176;ci22o325;ci22o177;ci22o384;ci22o385;ci22o203;ci22o204;ci22o205;ci22o206;ci22o207;ci22o208;ci22o209;ci22o210;ci22o211;ci22o212;ci22o213;ci22o214;ci22o221;ci22o222;ci22o223;ci22o224;ci22o337;ci22o226;ci22o338;ci22o339;ci22o229;ci22o236;ci22o237;ci22o238;ci22o239;ci22o240;ci22o241;ci22o242;ci22o377;ci22o378;ci22o245;ci22o246;ci22o247;ci22o248;ci22o249;ci22o250;ci22o251;ci22o252;ci22o253;ci22o254;ci22o255;ci22o379;ci22o257;ci22o258;ci22o261;ci22o380;ci22o264;ci22o265;ci22o292;ci22o293;ci22o294;ci22o295;ci22o381;ci22o299;ci22o300;ci22o301;ci22o302;ci22o303;ci22o304;ci22o382;ci22o306;ci22o307;ci22o340;ci22o309;ci22o352;ci22o353;ci22o354;ci22o355;ci22o356;ci22o313;ci22o314;ci22o315;ci22o316;ci22o317;ci22o318;ci22o319;ci22o320;ci22o321;ci22o322
868481;202206;2;55;1967;1;1;8;8;8;1;1;-9;3;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;3; ;3; ;2; ;2; ;2; ;2; ; ; ;-9999999;-9;-9999999;-9999999;5;2000;2;4;3;2;4;4;7;8;0;0;0;0;0;0;1;4;3;2; ;0; ;4;3;8;5;4;1;0;0;0; ; ; ;2; ;2; ;1;1;1;1;5;1;1;5;1;1;1;5;1;3;3;14/06/2022;10:13:44;14/06/2022;10:26:31;767
868518;202206;1;77;1944;0;9;6;5;5;2; ; ; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;0;0;0; ; ;-9;-9; ; ; ; ;1;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;3; ;3; ;3; ;3; ;2; ; ; ; ; ;-9999999;-9;-9999999;-9999999;-9;-8;4;4;4;4;4;4;4;5;0;0;0;0;0;0;1;3;2;2; ; ; ;2;3;5; ; ;1;0;0;0; ; ; ;2; ;2; ;3;3;2;3;5;3;2;5;5;4;1;5;5;5;5;06/06/2022;12:38:43;06/06/2022;12:48:57;614
868532;202207;1;46;1975;1;1;7;7;7;1;1;84788; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0; ;0;0;1;0; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3636; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;1;7800; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ;77082; ; ;101000; ;3500;3;2;2;2;2;1;1;4;0;0;0;0;0;0;1;2;1;1;2;0; ;2;4;7;4;3;1;0;0;0; ; ; ;2; ;2; ;1;1;2;1;1;1;1;1;2;3;2;4;4;3;3;24/07/2022;11:43:29;24/07/2022;11:55:40;731
868535;202207;2;38;1983;1;4;8;4;5;2; ; ; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;1;1;0;0; ;0;0; ;0;0;0;0; ; ;0; ; ;6000; ;12000; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;3; ;3; ;3; ;3; ;2; ; ; ; ; ;18000; ; ;30000; ;2250;2;2;3;3;2;2;7;9;0;0;0;0;0;0;1;4;2;2; ; ;-8;4;3;8;3;2;1;0;0;0; ; ; ;2; ;2; ;1;1;5;1;1;4;1;4;1;1;1;5;1;5;5;11/07/2022;20:19:35;11/07/2022;20:27:28;473
868569;202206;1;60;1961;1;1;9;9;4;1;1;74000; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;1;367; ;2; ;3; ;3; ;3; ;3; ;1;4500;2; ; ; ;-9999998;9; ;70000; ;3200;2;1;2;3;4;4;7;8;0;0;0;0;0;0;1;5;3;2; ;0; ;4;2;7;4;2;1;0;0;0; ; ; ;2; ;2; ;1;1;1;1;5;1;1;5;1;1;1;5;5;5;5;10/06/2022;14:17:29;10/06/2022;14:23:24;355
868583;202206;1;38;1984;0;1;7;8;7;1;1;43779; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0; ;0;0;0;0; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ;43779; ; ;43779; ;1750;4;4;2;2;4;4;6;8;0;0;0;0;0;0;1;4;3;1; ;10; ;4;3;6; ; ;1;0;0;0; ; ; ;2; ;2; ;1;3;1;1;5;4;1;1;1;1;2;4;4;4;3;27/06/2022;20:23:32;27/06/2022;20:43:11;1179
868611;202206;2;61;1960;1;1;7;8;4;1;1;-8;4;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;3; ;3; ;3; ;3; ;2; ;2; ; ; ;-9999999;-9;-9999999;-9999999;-9;2000;2;2;2;2;2;2;8;7;0;0;0;0;0;0;1;4;3;2; ;50; ;3;3;8;3;4;1;0;0;0; ; ; ;2; ;2; ;1;1;1;1;5;1;1;5;1;1;1;5;1;1;1;08/06/2022;21:47:31;08/06/2022;22:33:05;2734
868630;202206;5;21;2001;1;7;9;8;3;1;2;6532; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0; ;0;0;0;0; ; ;0;1291; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;1;0;0;1;0;1;0;0;0; ; ; ; ;11990; ; ; ; ; ;3600; ; ; ;374; ; ; ; ; ;2; ; ; ; ; ;1;250; ;2; ; ;2; ;3; ;3; ; ; ; ; ;2; ;2; ; ; ;6391; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;4;2;2;3;07/06/2022;13:13:22;07/06/2022;13:23:26;604
868649;202206;2;68;1953;1;13;7;7;-9;2; ; ; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;0;0; ; ;11245; ;2129; ; ; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;1;-9;1;2; ;3; ;3; ;2; ;2; ;1;-8; ; ; ; ;13374; ; ;43895; ;2200;3;4;4;4;2;2;6;6;0;0;0;0;0;0;1;4;3;2; ; ; ;3;4;7;3;4;1;0;0;0; ; ; ;2; ;2; ;1;3;5;4;5;3;1;5;4;4;4;4;3;3;2;28/06/2022;20:16:45;28/06/2022;23:49:34;12769
868653;202206;2;62;1959;1;1;8;7;4;1;1;-9;3;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0; ;0;0;0;0;0;0;0;0; ;0;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ;-9999999;5; ;-9999999;3;1250;2;2;3;3;2;2;5;7;0;0;0;0;0;0;1;4;1;1;2;1; ;3;3;8;3;4;1;0;0;0; ; ; ;2; ;2; ;3;1;1;1;5;3;1;1;1;1;3;3;4;3;3;06/06/2022;14:40:19;06/06/2022;14:48:52;513
868658;202206;2;74;1948;1;8;6;7;8;2; ; ; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;0;0;0; ; ;-9;4; ; ; ; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ;-9999999;4; ;32000; ;20000;4;4;4;4;4;4;7;7;0;0;0;0;0;0;1;3;2;2; ; ; ;3;3;6;2;3;1;0;0;0; ; ; ;2; ;2; ;3;3;1;4;5;2;1;5;3;4;2;5;5;5;5;20/06/2022;22:33:08;20/06/2022;22:41:11;483
868661;202206;2;69;1953;1;9;8;8;6;2; ; ; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;0;0; ; ;11000; ;20500; ; ; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;3; ;3; ;3; ;3; ;2; ; ; ; ; ;-9999999;-9;-9999999;-9999999;5;2100;2;2;2;2;2;2;5;8;0;0;0;0;0;0;1;4;3;2; ; ; ;4;3;8;3;4;1;0;0;0; ; ; ;2; ;2; ;1;1;1;1;5;1;1;1;6;6;1;5;3;3;3;10/06/2022;18:58:58;10/06/2022;19:18:03;1145
868662;202206;1;48;1973;1;1;9;9;3;1;1;74000; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0; ;0;0;0;0; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;1;1;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-9;3;-9;-9; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;1;1000;2; ; ; ;135000; ; ;-9999999;7;3500;2;2;2;3;2;2;5;10;0;0;0;0;0;0;1;5;3;1; ;10; ;4;3;10;4;3;1;0;0;0; ; ; ;2; ;2; ;1;3;1;1;5;1;1;1;1;2;2;5;4;4;4;08/06/2022;18:02:35;08/06/2022;18:19:07;992
868667;202206;1;50;1971;1;1;7;7;7;1;1;46409; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;3; ;3; ;3; ;2; ;2; ;2; ; ; ;115524; ; ;85760; ;4000;2;2;3;2;2;2;4;5;0;0;0;0;0;0;1;4;1;2; ;10; ;3;4;7;3;4;1;0;0;0; ; ; ;2; ;2; ;1;1;1;1;1;1;1;1;1;5;1;5;3;5;5;08/06/2022;08:38:46;08/06/2022;08:51:21;755
868681;202206;1;62;1959;1;1;9;8;4;1;1;31000; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;1;3500; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ;31000; ; ;-9999999;5;1500;2;4;3;2;2;2;5;8;0;0;0;0;0;0;1;4;3;1; ;0; ;4;4;8;4;1;1;0;0;0; ; ; ;2; ;2; ;1;1;1;1;5;1;1;1;1;1;1;4;4;5;5;27/06/2022;20:55:27;27/06/2022;21:14:44;1157
868698;202206;1;49;1972;0;1;7;7;3;1;1;19000; ;0;1;0;0;0;0;0;0;0;1;1;9000; ; ; ; ; ; ; ;1;1;9600; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0; ;0;0;0;0; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ;1;4000; ;12;26000; ; ;-9999999;6;2000;2;2;3;3;4;4;5;7;0;0;0;0;0;0;1;4;3;2; ;0; ;4;2;7; ; ;1;0;0;0; ; ; ;2; ;2; ;1;1;1;3;1;1;1;1;1;5;1;5;1;3;3;09/06/2022;17:56:08;09/06/2022;18:03:12;424
868713;202206;1;44;1977;1;1;10;8;4;1;2;-9;7;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0; ;0;0;0;0; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ;-9999999;10; ;-9999999;7;-8;2;2;2;3;2;2;8;10;0;0;0;0;0;0;1;5;3;2; ;0; ;5;3;8;4;2;1;0;0;0; ; ; ;2; ;2; ;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;06/06/2022;15:50:13;06/06/2022;15:56:08;355
868746;202206;2;77;1945;1;9;7;8;3;2; ; ; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;0;0;0; ; ;-9;-9; ; ; ; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;3; ;2; ; ; ; ; ;-9999998;-8;-9999998;-9999999;-9;-8;2;2;2;2;2;2;6;7;0;0;0;0;0;0;1;4;3;2; ; ; ;4;3;7;3;4;1;0;0;0; ; ; ;2; ;2; ;1;2;1;3;5;1;1;5;3;3;1;4;4;5;5;24/06/2022;15:23:04;24/06/2022;15:28:33;329
868756;202206;2;75;1946;1;9;5;4;7;2; ; ; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;1;1;0;0; ; ;-9;-8;-9;-8; ; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;3; ;3; ;3; ;3; ;2; ; ; ; ; ;-9999998;-9;-9999999;-9999999;-9;2000;2;2;2;2;2;2;4;7;0;0;0;0;0;0;1;4;3;1; ; ; ;4;4;7;3;4;1;0;0;0; ; ; ;2; ;2; ;1;1;1;1;5;3;1;4;1;1;3;3;3;2;2;06/06/2022;17:19:10;06/06/2022;17:28:26;556
868757;202206;2;38;1984;1;1;8;7;3;1;1;1665; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0; ;0;0;0;0; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;3; ;3; ;3; ;3; ;2; ;2; ; ; ;-9999999;5; ;-9999999;4;3000;3;4;4;4;4;4;4;6;0;0;0;0;0;0;1;2;2;2; ;0; ;3;3;7;3;5;1;0;0;0; ; ; ;2; ;2; ;1;3;1;5;5;4;3;5;3;2;1;5;5;5;5;24/06/2022;15:22:32;24/06/2022;15:30:32;480
868798;202207;5;23;1999;1;7;7;6;6;1;1;-8;-8;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0; ;0;0;0;0; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;2; ;2; ; ; ; ; ;2; ;2; ; ; ;-9999998;-8;-9999998; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;5;5;5;5;07/07/2022;11:46:39;07/07/2022;11:48:04;85
868801;202206;1;61;1960;1;1;9;10;7;1;1;66000; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;300; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;3; ;3; ;3; ;2; ;2; ;2; ; ; ;-9999999;9; ;60000; ;3000;2;4;2;2;2;2;10;10;0;0;0;0;0;0;1;5;3;2; ;70; ;4;2;9;-9;-9;1;0;0;0; ; ; ;2; ;2; ;1;1;1;1;5;1;1;5;1;1;1;4;1;4;4;20/06/2022;17:45:27;20/06/2022;17:52:08;401
868807;202206;1;66;1955;1;9;9;7;6;1;1;27500; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;0;0;0;45407; ;1922; ; ; ; ; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;1;330;3; ;3; ;3; ;3; ;2; ;2; ; ; ;81483; ; ;51219; ;3000;4;1;4;4;4;4;7;7;0;0;0;0;0;0;1;2;2;2; ; ; ;3;3;7;4;4;1;0;0;0; ; ; ;2; ;2; ;1;3;5;1;1;3;1;1;1;1;1;4;5;5;5;06/06/2022;15:50:04;06/06/2022;16:35:43;2739
868808;202206;1;54;1968;1;3;9;9;7;2; ; ; ;1;0;1;1;0;0;0;0;0;1;1;36000; ; ; ; ; ; ; ;1;1;23500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0; ;0;0;0;0;0;0;0; ; ;0;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;3; ;3; ;3; ;3; ;2; ;1;17180; ;12;23000; ; ;-9999999;3;1500;2;2;2;2;4;4;6;8;0;0;0;0;0;0;1;4;3;2; ;-9; ;4;3;9;3;4;1;0;0;0; ; ; ;2; ;2; ;1;1;1;3;5;1;4;1;1;1;3;4;3;4;4;06/06/2022;14:28:30;06/06/2022;15:08:36;2406
868818;202206;1;51;1970;1;8;7;6;3;2; ; ; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0; ;0;0;0;0;0;1;0; ; ;0;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-9; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;1;-9;3;2; ;3; ;3; ;2; ;3; ;2; ; ; ; ; ;-9999998;-8;-9999998;8400; ;12000;4;2;4;4;2;3;4;6;0;1;0;0;0;0;0;3;2;2; ; ; ;2;4;7;4;2;-9;-9;-9;-9; ; ; ;2; ;2; ;1;3;1;1;1;1;1;5;6;5;4;3;5;3;4;07/06/2022;16:50:31;07/06/2022;17:05:20;889
868820;202206;2;33;1989;1;8;7;6;5;2; ; ; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0; ;0;0;0;0; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;3; ;3; ;3; ;3; ;2; ; ; ; ; ;-9999999;1; ;-9999999;3;1800;2;2;2;2;2;2;5;4;0;1;0;0;0;0;0;3;2;2; ; ; ;3;3;7;3;4;1;0;0;0; ; ; ;2; ;2; ;1;2;3;1;5;3;1;3;5;4;1;5;3;4;4;07/06/2022;18:06:09;07/06/2022;18:13:02;413
868844;202206;1;68;1953;0;3;8;9;0;2; ; ; ;1;0;1;1;0;0;0;0;0;2; ; ;1;-9;-9; ; ; ; ;1;2;-9;-8;2; ;1;1;0;0; ; ;16410; ;11780; ; ; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;3; ;3; ;3; ;3; ;2; ;2; ; ; ;-9999998;-9;-9999999;-9999999;-8;1800;4;4;4;4;4;4;5;8;0;0;0;0;0;0;1;4;2;2; ;-8; ;3;3;8; ; ;1;0;0;0; ; ; ;2; ;2; ;1;1;1;1;5;1;1;4;1;2;4;5;3;4;4;24/06/2022;23:09:42;24/06/2022;23:42:10;1948
